region_name,district_name,cluster_name,village_name,cohort,cycle,household_id,tool,number_of_pieces
South West,Kitagwenda,Nyakacwamba,Karubuguma_2,2025,A,KIT-KAR-OBE-M-171455-15,Tarpaulin,31
South West,Kitagwenda,Nyakacwamba,Karubuguma_2,2025,A,KIT-KAR-OBE-M-171455-15,Compound Sacks,9
South West,Kitagwenda,Nyakacwamba,Karubuguma_2,2025,A,KIT-KAR-OBE-M-171455-15,Spray Pumps,18
South West,Kitagwenda,Nyakacwamba,Karubuguma_2,2025,A,KIT-KAR-OBE-M-171455-15,Plastic Drums,9
South West,Kitagwenda,Nyakacwamba,Karubuguma_2,2025,A,KIT-KAR-OBE-M-171455-15,Pick Axe,18
South West,Kitagwenda,Nyakacwamba,Karubuguma_2,2025,A,KIT-KAR-OBE-M-171455-15,Forked Hoe,9
South West,Kitagwenda,Nyakacwamba,Karubuguma_2,2025,A,KIT-KAR-OBE-M-171455-15,Hoes,18
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-ROB-M-110603-15,Rope,0
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-ROB-M-110603-15,Secateurs,20
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-ROB-M-110603-15,Gloves,8
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-ROB-M-110603-15,Jerrycans,8
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-ROB-M-110603-15,Tarpaulin,25
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-ROB-M-110603-15,Compound Sacks,4
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-ROB-M-110603-15,Spray Pumps,8
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-ROB-M-110603-15,Plastic Drums,4
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-ROB-M-110603-15,Spade,8
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-ROB-M-110603-15,Pick Axe,8
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-ROB-M-110603-15,Forked Hoe,4
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-ROB-M-110603-15,Hoes,8
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-KAT-M-111113-15,Rope,0
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-KAT-M-111113-15,Secateurs,25
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-KAT-M-111113-15,Gloves,10
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-KAT-M-111113-15,Jerrycans,10
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-KAT-M-111113-15,Tarpaulin,25
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-KAT-M-111113-15,Compound Sacks,5
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-KAT-M-111113-15,Spray Pumps,10
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-KAT-M-111113-15,Plastic Drums,5
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-KAT-M-111113-15,Spade,10
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-KAT-M-111113-15,Pick Axe,10
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-KAT-M-111113-15,Forked Hoe,5
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-KAT-M-111113-15,Hoes,10
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-JAC-M-184536-15,Rope,2
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-JAC-M-184536-15,Secateurs,25
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-JAC-M-184536-15,Gloves,10
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-JAC-M-184536-15,Jerrycans,10
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-JAC-M-184536-15,Tarpaulin,25
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-JAC-M-184536-15,Compound Sacks,5
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-JAC-M-184536-15,Spray Pumps,10
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-JAC-M-184536-15,Plastic Drums,5
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-JAC-M-184536-15,Spade,10
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-JAC-M-184536-15,Pick Axe,10
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-JAC-M-184536-15,Forked Hoe,5
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-JAC-M-184536-15,Hoes,10
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-MUK-M-170949-18,Compound Sacks,4
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-MUK-M-170949-18,Jerrycans,8
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-MUK-M-170949-18,Spray Pumps,4
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-MUK-M-170949-18,Plastic Drums,4
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-MUK-M-170949-18,Spade,8
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-MUK-M-170949-18,Pick Axe,4
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-MUK-M-170949-18,Forked Hoe,4
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-MUK-M-170949-18,Hoes,8
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-MAT-M-170839-18,Jerrycans,8
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-MAT-M-170839-18,Compound Sacks,4
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-MAT-M-170839-18,Spray Pumps,4
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-MAT-M-170839-18,Plastic Drums,4
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-MAT-M-170839-18,Spade,8
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-MAT-M-170839-18,Pick Axe,4
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-MAT-M-170839-18,Forked Hoe,4
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-MAT-M-170839-18,Hoes,8
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-SSE-M-160912-18,Jerrycans,10
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-SSE-M-160912-18,Compound Sacks,5
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-SSE-M-160912-18,Spray Pumps,5
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-SSE-M-160912-18,Plastic Drums,5
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-SSE-M-160912-18,Spade,10
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-SSE-M-160912-18,Pick Axe,5
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-SSE-M-160912-18,Forked Hoe,5
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-SSE-M-160912-18,Hoes,10
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-KAT-M-075643-18,Jerrycans,16
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-KAT-M-075643-18,Compound Sacks,8
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-KAT-M-075643-18,Spray Pumps,8
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-KAT-M-075643-18,Plastic Drums,8
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-KAT-M-075643-18,Spade,16
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-KAT-M-075643-18,Pick Axe,8
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-KAT-M-075643-18,Forked Hoe,8
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-KAT-M-075643-18,Hoes,16
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-151529-18,Forked Hoe,6
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-151529-18,Jerrycans,12
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-151529-18,Compound Sacks,6
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-151529-18,Spray Pumps,6
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-151529-18,Plastic Drums,6
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-151529-18,Spade,12
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-151529-18,Pick Axe,6
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-151529-18,Hoes,12
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KAT-M-094531-18,Pick Axe,6
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KAT-M-094531-18,Spade,12
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KAT-M-094531-18,Plastic Drums,6
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KAT-M-094531-18,Spray Pumps,6
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KAT-M-094531-18,Compound Sacks,6
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KAT-M-094531-18,Jerrycans,12
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KAT-M-094531-18,Forked Hoe,6
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KAT-M-094531-18,Hoes,12
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-MUT-M-084050-18,Jerrycans,20
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-MUT-M-084050-18,Compound Sacks,10
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-MUT-M-084050-18,Spray Pumps,10
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-MUT-M-084050-18,Plastic Drums,10
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-MUT-M-084050-18,Spade,20
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-MUT-M-084050-18,Pick Axe,10
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-MUT-M-084050-18,Forked Hoe,10
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-MUT-M-084050-18,Hoes,20
Central,Rakai,Kasensero,Nabyala,2025,A,RAK-NAB-SSE-M-110722-18,Pick Axe,4
Central,Rakai,Kasensero,Nabyala,2025,A,RAK-NAB-SSE-M-110722-18,Plastic Drums,4
Central,Rakai,Kasensero,Nabyala,2025,A,RAK-NAB-SSE-M-110722-18,Jerrycans,8
Central,Rakai,Kasensero,Nabyala,2025,A,RAK-NAB-SSE-M-110722-18,Compound Sacks,4
Central,Rakai,Kasensero,Nabyala,2025,A,RAK-NAB-SSE-M-110722-18,Spray Pumps,4
Central,Rakai,Kasensero,Nabyala,2025,A,RAK-NAB-SSE-M-110722-18,Spade,8
Central,Rakai,Kasensero,Nabyala,2025,A,RAK-NAB-SSE-M-110722-18,Forked Hoe,4
Central,Rakai,Kasensero,Nabyala,2025,A,RAK-NAB-SSE-M-110722-18,Hoes,8
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAL-M-180333-18,Pick Axe,6
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAL-M-180333-18,Spray Pumps,6
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAL-M-180333-18,Jerrycans,12
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAL-M-180333-18,Compound Sacks,6
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAL-M-180333-18,Plastic Drums,6
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAL-M-180333-18,Spade,12
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAL-M-180333-18,Forked Hoe,6
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-KAL-M-180333-18,Hoes,12
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-APO-M-110606-18,Jerrycans,6
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-APO-M-110606-18,Compound Sacks,3
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-APO-M-110606-18,Spray Pumps,3
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-APO-M-110606-18,Plastic Drums,3
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-APO-M-110606-18,Spade,6
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-APO-M-110606-18,Pick Axe,3
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-APO-M-110606-18,Forked Hoe,3
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-APO-M-110606-18,Hoes,6
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ASI-M-103716-18,Jerrycans,18
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ASI-M-103716-18,Compound Sacks,9
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ASI-M-103716-18,Spray Pumps,9
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ASI-M-103716-18,Plastic Drums,9
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ASI-M-103716-18,Spade,18
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ASI-M-103716-18,Pick Axe,9
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ASI-M-103716-18,Forked Hoe,9
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ASI-M-103716-18,Hoes,18
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-MUZ-M-125007-18,Jerrycans,8
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-MUZ-M-125007-18,Compound Sacks,4
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-MUZ-M-125007-18,Spray Pumps,4
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-MUZ-M-125007-18,Plastic Drums,4
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-MUZ-M-125007-18,Spade,8
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-MUZ-M-125007-18,Pick Axe,4
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-MUZ-M-125007-18,Forked Hoe,4
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-MUZ-M-125007-18,Hoes,8
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-APO-M-132529-18,Compound Sacks,7
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-APO-M-132529-18,Rope,1
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-APO-M-132529-18,Jerrycans,14
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-APO-M-132529-18,Spray Pumps,7
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-APO-M-132529-18,Plastic Drums,7
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-APO-M-132529-18,Spade,14
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-APO-M-132529-18,Pick Axe,7
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-APO-M-132529-18,Forked Hoe,7
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-APO-M-132529-18,Hoes,14
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-MAG-M-105231-18,Jerrycans,12
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-MAG-M-105231-18,Compound Sacks,6
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-MAG-M-105231-18,Spray Pumps,6
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-MAG-M-105231-18,Plastic Drums,6
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-MAG-M-105231-18,Spade,12
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-MAG-M-105231-18,Pick Axe,6
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-MAG-M-105231-18,Forked Hoe,6
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-MAG-M-105231-18,Hoes,12
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-SSE-M-123444-18,Jerrycans,12
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-SSE-M-123444-18,Compound Sacks,6
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-SSE-M-123444-18,Spray Pumps,6
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-SSE-M-123444-18,Plastic Drums,6
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-SSE-M-123444-18,Spade,12
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-SSE-M-123444-18,Pick Axe,6
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-SSE-M-123444-18,Forked Hoe,6
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-SSE-M-123444-18,Hoes,12
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-BOA-M-072712-18,Rope,1
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-SSO-M-132826-18,Rope,2
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-LUW-M-133802-18,Rope,2
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Spray Pumps,2
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-NAB-F-120201-18,Pruning saw,60
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-LUK-M-151741-18,Pruning saw,60
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-SSE-M-123444-18,Pruning saw,60
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-MUT-M-084050-18,Pruning saw,100
Central,Rakai,Kasensero,Nabyala,2025,A,RAK-NAB-KAB-F-160935-18,Pruning saw,40
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-KAT-M-134040-18,Pruning saw,40
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-LUY-M-162039-18,Pruning saw,60
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-ARC-M-173007-18,Pruning saw,60
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-MUZ-M-125007-18,Pruning saw,40
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-075524-18,Pruning saw,120
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-TUM-F-102155-15,Pruning saw,40
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-ANA-M-084836-15,Pruning saw,60
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-TOB-M-085043-15,Pruning saw,50
South West,Kitagwenda,Nyakacwamba,Karubuguma_2,2025,A,KIT-KAR-JOV-F-170205-15,Pruning saw,90
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-LID-F-170346-15,Pruning saw,40
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-MUB-M-074432-15,Pruning saw,50
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_1,2025,A,KIT-NYA-GOE-M-164435-15,Pruning saw,50
South West,Kitagwenda,Nyakacwamba,Mpanga_Nyakacwamba,2025,A,KIT-MPA-SYI-M-134200-15,Pruning saw,40
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-EVA-F-012204-15,Pruning saw,30
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-DER-M-160219-15,Pruning saw,30
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-BAS-M-104613-15,Pruning saw,30
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-PAR-M-163501-15,Pruning saw,30
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-GOD-M-085926-15,Pruning saw,20
South West,Kitagwenda,Nganiko,Kemihoko_A,2025,A,KIT-KEM-AMO-M-131911-15,Pruning saw,30
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-MUH-M-133801-15,Pruning saw,20
South West,Kitagwenda,Bujumiro,Bujumiro_B,2025,A,KIT-BUJ-IVA-M-101004-15,Pruning saw,40
South West,Kitagwenda,Bujumiro,Bujumiro_A,2025,A,KIT-BUJ-HIL-M-191619-15,Pruning saw,60
South West,Kitagwenda,Bujumiro,Kanyamburara,2025,A,KIT-KAN-BRI-M-100445-15,Pruning saw,70
South West,Kitagwenda,Bujumiro,Kyarubingo,2025,A,KIT-KYA-VAN-F-180153-15,Pruning saw,50
South West,Kitagwenda,Bujumiro,Nyabwina_Buhanda,2025,A,KIT-NYA-PHI-F-124236-15,Pruning saw,30
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Pruning saw,20
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Pruning saw,30
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-FRE-M-093705-15,Pruning saw,30
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-MAR-M-111229-15,Pruning saw,30
South West,Kitagwenda,Muyenga,Zanzibar,2025,A,KIT-ZAN-JOH-M-132754-15,Pruning saw,30
